2144,0
5137,0
12130,0
15123,0
22116,0
25109,0
32102,0
35055,0
42048,0
45041,0.000117958
52033,0.000117958
54203,0.000148024
54233,0.000148024
54213,0.000149024
54222,0.000149024
54242,0.000150024
54252,0.00015827
54302,0.00015927
54312,0.00015927
54322,0.00015927
54332,0.000377328
54342,0.000938733
54352,0.001176273
54402,0.00162715
54413,0.001986073
54423,0.002299023
54433,0.002616836
54443,0.002644836
54452,0.002644836
54502,0.00272371
54512,0.002946151
54522,0.003384006
54532,0.003736143
54542,0.004132967
54552,0.004799067
54602,0.005448333
54612,0.00591636
54622,0.006844716
54632,0.007851927
54642,0.008239665
54652,0.008814115
54702,0.009312643
54712,0.009705789
54722,0.009923307
54732,0.010074072
54742,0.010385308
54752,0.010426308
54802,0.010551943
54812,0.01112827
54822,0.011593932
54832,0.011899351
54841,0.012401464
54851,0.013400524
54901,0.014445528
54911,0.015216581
54921,0.015887822
54931,0.016811877
54941,0.017647352
54951,0.017875094
55001,0.018114096
55002,0.018165086
55011,0.018812464
55021,0.019786049
55031,0.020924228
55041,0.021910768
55128,0.029111801
55137,0.030700557
55147,0.032488598
55157,0.034291003
55207,0.03607814
55217,0.037872522
55227,0.039663755
55237,0.04138709
55247,0.042864026
55257,0.044499634
55307,0.046387783
55317,0.048199128
55327,0.049913451
55337,0.051893298
55506,0.069897984
55347,0.085969947
55516,0.103965079
55357,0.120070564
55407,0.12208774
55526,0.13806023
55417,0.151993964
55427,0.154046677
55536,0.167842645
55436,0.179612433
55546,0.193422212
55446,0.205199143
55556,0.219036627
55456,0.23084186
55606,0.244478229
55616,0.246485671
55626,0.248417758
55636,0.250287348
55646,0.252113703
55656,0.253863874
55705,0.255524083
55715,0.257139024
55725,0.258812271
55730,0.259632239
55735,0.260118886
55745,0.260745573
55755,0.261863638
55806,0.26289096
55816,0.263058533
55826,0.263628099
55836,0.264411247
55846,0.26550501
55856,0.266488042
55906,0.266866608
55916,0.267342516
55925,0.267912671
55935,0.268703028
55945,0.269140743
60115,0.269479578
55955,0.26982125
60125,0.270276198
60005,0.270715317
60015,0.270763421
60135,0.271327274
60025,0.271888403
60145,0.272586108
60035,0.273260277
60045,0.273338156
60155,0.274075636
60055,0.274726795
60105,0.27474206
60205,0.275376274
60215,0.275389081
60224,0.275398025
60234,0.275401025
60244,0.275409087
60254,0.275409087
60304,0.275417087
60314,0.275417087
60324,0.275417087
60334,0.275418087
60344,0.275418087
60354,0.275418087
60404,0.275418087
60414,0.275419087
60424,0.275419087
60433,0.275419087
60443,0.275419087
60454,0.275420087
60504,0.275420087
60514,0.275420087
60524,0.275420087
60534,0.275421087
60544,0.275421087
60554,0.275421087
60604,0.275421087
60614,0.275422087
60624,0.275422087
60634,0.275422087
60644,0.275422087
60654,0.275422087
60704,0.275422087
60714,0.275422087
60723,0.275423087
60733,0.275423087
60743,0.275423087
60753,0.275423087
60803,0.275423087
60813,0.275426087
60823,0.275428087
60833,0.275428087
60843,0.275428087
60853,0.275428087
60903,0.275428087
60913,0.275428087
60923,0.275429087
60933,0.275429087
60942,0.275429087
60952,0.275429087
61003,0.275429087
61013,0.275429087
61022,0.275429087
61032,0.275429087
61042,0.275429087
61052,0.275429087
61102,0.275429087
61112,0.275436087
61122,0.275448294
61132,0.275448294
61142,0.275448294
61152,0.275448294
61202,0.275448294
61213,0.275448294
61223,0.275448294
61233,0.275448294
61242,0.275448294
61252,0.275451294
61302,0.275451294
61312,0.275452294
61322,0.275452294
61332,0.275461728
61342,0.275465728
61352,0.275467728
61402,0.275467728
61412,0.275467728
61422,0.275497744
61432,0.275965516
61442,0.276695351
61452,0.277123647
61502,0.277249365
61511,0.277629112
61521,0.278191707
61531,0.278989038
61541,0.279968424
61551,0.280810871
61601,0.280904348
61611,0.280907348
61621,0.280910348
61631,0.280911348
61641,0.281021007
61651,0.281346663
61701,0.281735767
61711,0.282368432
61721,0.283243661
61731,0.284208217
61741,0.28520158
61751,0.28610696
61801,0.28698063
61810,0.28794517
61820,0.289098382
61830,0.290473162
61840,0.292041132
61850,0.29378677
61855,0.294505131
61901,0.295767815
61911,0.29755309
61921,0.299291131
61931,0.300983849
61941,0.302469796
61951,0.304088996
62001,0.305681601
62011,0.307244529
62020,0.308837133
62030,0.310573739
62040,0.312419546
62050,0.314279766
62100,0.316101623
62110,0.317860298
62120,0.319538767
62130,0.321124555
62132,0.321426443
62140,0.322586699
62150,0.323973477
62200,0.325298577
62210,0.326638004
62220,0.327953926
62230,0.329561907
62238,0.331013404
62240,0.331172859
62250,0.332733209
62300,0.334266755
62310,0.335835372
62319,0.337455214
62329,0.339105348
62339,0.340830914
62349,0.342636768
62359,0.344382634
62409,0.346048703
62419,0.347728201
62429,0.349406293
62439,0.351066445
62449,0.35271693
62459,0.354186896
62508,0.355762064
62509,0.355762064
62513,0.356498741
62519,0.357206677
62529,0.358540245
62539,0.359701347
62549,0.360977758
62559,0.362470187
62608,0.363340751
62609,0.363379584
62619,0.363500071
62629,0.36380425
62639,0.363972491
62649,0.364487239
62659,0.365266426
62709,0.366067488
62719,0.366747065
