841,0
3834,0
10327,3.39706E-05
10356,3.39706E-05
10337,3.39706E-05
10346,3.39706E-05
10406,3.39706E-05
10416,3.49706E-05
10426,3.49706E-05
10436,3.49706E-05
10446,3.59706E-05
10456,3.59706E-05
10506,3.59706E-05
10516,3.69706E-05
10526,3.69706E-05
10536,3.79706E-05
10546,3.89706E-05
10556,3.99706E-05
10606,4.19706E-05
10616,4.19706E-05
10626,4.19706E-05
10635,4.19706E-05
10645,4.39706E-05
10655,5.7863E-05
10705,0.000179916
10715,0.000208985
10725,0.000339231
10735,0.000454509
10745,0.000465139
10750,0.000465139
10755,0.000465139
10805,0.000465139
10815,0.000465139
10825,0.000465139
10835,0.000465139
10845,0.000465139
10855,0.000465139
10905,0.000465139
10915,0.000465139
10925,0.000465139
10935,0.000465139
10945,0.000465139
10955,0.000465139
11005,0.000465139
11015,0.000465139
11025,0.000465139
11035,0.000465139
11045,0.000465139
11055,0.000465139
11105,0.000465139
11115,0.000465139
11125,0.000465139
11134,0.000465139
11144,0.000465139
11154,0.000465139
11204,0.000465139
11214,0.000465139
11224,0.000465139
11234,0.000465139
11244,0.000465139
11254,0.000465139
11304,0.000465139
11314,0.000465139
11324,0.000465139
11334,0.000465139
11344,0.000465139
11354,0.000465139
11404,0.000465139
11414,0.000465139
11424,0.000465139
11433,0.000465139
11443,0.000465139
11613,0.000465139
11453,0.000465139
11503,0.000465139
11623,0.000465139
11513,0.000465139
11523,0.000465139
11634,0.000465139
11533,0.000465139
11543,0.000465139
11644,0.000465139
11553,0.000465139
11603,0.000465139
11654,0.000465139
11704,0.000465139
11714,0.000465139
11723,0.000465139
11733,0.000465139
11743,0.000465139
11753,0.000465139
11803,0.000465139
11813,0.000465139
11823,0.000465139
11833,0.000465139
11843,0.000465139
11853,0.000465139
11903,0.000465139
11913,0.000465139
11923,0.000465139
11932,0.000465139
11943,0.000465139
11952,0.000465139
12002,0.000465139
12012,0.000465139
12022,0.000465139
12032,0.000465139
12042,0.000465139
12052,0.000465139
12102,0.000465139
12112,0.000465139
12122,0.000465139
12132,0.000465139
12142,0.000465139
12152,0.000465139
12202,0.000465139
12212,0.000465139
12221,0.000465139
12231,0.000465139
12241,0.000465139
12251,0.000465139
12301,0.000465139
12311,0.000465139
12321,0.000465139
12331,0.000465139
12341,0.000465139
12352,0.000465139
12402,0.000465139
12412,0.000465139
12422,0.000465139
12432,0.000465139
12442,0.000465139
12452,0.000465139
12502,0.000465139
12511,0.000465139
12521,0.000465139
12531,0.000465139
12541,0.000465139
