4791415623,$PD,150221635,41,0,0,6169315,26,0,0,0,0,12,17,247,0,0,0:00:00,0,17,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,2214,10616,1/6/16 0:22,,638,*1D,3.27,2003,17/2/16,1/6/16 0:22,0,,0
4791735010,$PD,150221635,41,0,0,6169315,28,0,0,0,0,11,18,247,0,0,0:00:00,0,17,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,5207,10616,1/6/16 0:52,,639,*1B,3.27,2003,17/2/16,1/6/16 0:52,0,,0
4792019190,$PD,150221635,41,0,0,6169315,25,0,0,0,0,13,19,239,0,0,0:00:00,0,17,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,12200,10616,1/6/16 1:22,,640,*13,3.27,2003,17/2/16,1/6/16 1:22,0,,0
4792278943,$PD,150221635,41,0,0,6169315,25,0,0,0,0,12,18,218,0,0,0:00:00,0,17,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,15152,10616,1/6/16 1:51,,641,*12,3.27,2003,17/2/16,1/6/16 1:52,0,,0
4792520962,$PD,150221635,41,0,0,6169315,25,0,0,0,0,12,17,218,0,0,0:00:00,0,17,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,22145,10616,1/6/16 2:21,,642,*1C,3.27,2003,17/2/16,1/6/16 2:22,0,,0
4792748771,$PD,150221635,41,0,0,6169315,25,0,0,0,0,11,19,197,0,0,0:00:00,0,17,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,25138,10616,1/6/16 2:51,,643,*19,3.27,2003,17/2/16,1/6/16 2:52,0,,0
4792960223,$PD,150221635,41,0,0,6169315,25,0,0,0,0,12,19,193,0,0,0:00:00,0,18,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,32131,10616,1/6/16 3:21,,644,*19,3.27,2003,17/2/16,1/6/16 3:22,0,,0
4793158688,$PD,150221635,41,0,0,6169315,26,0,0,0,0,13,19,184,0,0,0:00:00,0,18,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,35124,10616,1/6/16 3:51,,645,*1F,3.27,2003,17/2/16,1/6/16 3:52,0,,0
4793364016,$PD,150221635,41,0,0,6169315,25,0,0,0,0,15,18,172,0,0,0:00:00,0,18,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,42117,10616,1/6/16 4:21,,646,*11,3.27,2003,17/2/16,1/6/16 4:22,0,,0
4793610191,$PD,150221635,41,0,0,6169315,25,0,0,0,0,14,19,163,0,0,0:00:00,0,18,60,GPRMC,A,12.847182,N,12.847182,12.847182,E,77.672516,173,0,0,45110,10616,1/6/16 4:51,,647,*10,3.27,2003,17/2/16,1/6/16 4:51,0,,0
